Index,Q1_text,Q1_code,Q2_text,Q2_code,Q3_text,Q3_code,Q4_text,Q4_code,Q5_text,Q5_code,Q6_text,Q6_code,Q7_text,Q7_code,Q8_text,Q8_code,Q9_text_original,Q9_code,Q10_text,Q10_code,Q11_text,Q11_code,Q12_text,Q12_code,Q13_text,Q13_code,Q14_text,Q14_code,Q15_text,Q15_code,Q16_text_original,Q16_code,Q17_text,Q17_code,Q18_text,Q18_code,Q19_text,Q19_code,Q20_text,Q20_code,Q21_text,Q21_code,Q22_text,Q22_code,Q23_text,Q23_code,Q24_text,Q24_code,Q25_text,Q25_code,Q26_text,Q26_code,Q27_text,Q27_code,Q28_text_original,Q28_code,Q29_text_original,Q29_code,Q30_text,Q30_code,Q31_text_original,Q31_code,Q32_text,Q32_code,Q33_text,Q33_code,Q34_text,Q34_code,Q29 text,Q16_text,Q9_text,Q28_text,Q29_text,Q31_text
8B04,Grade 8,3,Male,1,I live in the dorm,1,No,2,,-1,,-1,Not confident at all,1,Never,1,"['Novels', 'Comic books']","1,5",Rarely,2,Often,4,Not confident at all,1,No,2,Yes,1,Strongly agree,5,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities']","1,2,3,4,5,6,7",,-1,English,2,Drama,13,Less than 30 minutes,1,Never,1,10+ hours,4,Sometimes,3,Never,1,More than 1 hour,4,Not at all,1,Very stressed,5,"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Take a walk or go outside', 'Sleep or rest', 'Other']","1,2,3,4,5,6,7,8,9,10",['Arts and crafts'],9,Less than 1 hour,1,"['WeChat', 'TikTok (Douyin)', 'Kuaishou', 'Other']","1,2,7,8",Never,1,Occasionally (Once a month),2,Class B,2,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities']","['Novels', 'Comic books']","['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Take a walk or go outside', 'Sleep or rest', 'Other']",['Arts and crafts'],"['WeChat', 'TikTok (Douyin)', 'Kuaishou', 'Other']"
8B05,Grade 8,3,Male,1,I live with my parents,2,Yes,1,Two,2,I have an older sister,1,Neutral,3,Rarely,2,"['Short stories', 'School materials', 'Comic books']","2,4,5",Never,1,Always,5,Neutral,3,Yes,1,Yes,1,Neutral,3,['Exploring my favorite subjects'],6,,-1,Physics,6,Geography,9,1-2 hours,3,Always,5,8-9 hours,3,Rarely,2,Every day,5,15-30 minutes,2,Very healthy,5,Stressed,4,"['Sports', 'Play games', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Sleep or rest']","1,3,5,6,7,9","['Sports', 'Drawing', 'Playing video games', 'Watching videos', 'Reading']","1,2,3,4,5",Less than 1 hour,1,['WeChat'],1,Never,1,Never,1,Class B,2,,['Exploring my favorite subjects'],"['Short stories', 'School materials', 'Comic books']","['Sports', 'Play games', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Sleep or rest']","['Sports', 'Drawing', 'Playing video games', 'Watching videos', 'Reading']",['WeChat']
8B06,Grade 8,3,Female,2,I live with my parents,2,Yes,1,One,1,I have a younger sister,2,A little confident,2,Rarely,2,['Novels'],1,Rarely,2,Sometimes,3,A little confident,2,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Extracurricular activities']","1,7",Art,11,Math,1,Art,11,30 minutes to 1 hour,2,Always,5,Less than 6 hours,1,Never,1,Once a week,3,15-30 minutes,2,Neutral,3,A little stressed,2,"['Talk to friends or family', 'Play games', 'Listen to music', 'Take a walk or go outside']","2,3,4,8","['Playing video games', 'Listening to music']","3,7",More than 3 hours,5,"['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Weibo', 'Bilibili']","1,2,3,4,5,6",Once a week,3,Sometimes (Every other week),3,Class B,2,,"['Meeting my friends', 'Extracurricular activities']",['Novels'],"['Talk to friends or family', 'Play games', 'Listen to music', 'Take a walk or go outside']","['Playing video games', 'Listening to music']","['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Weibo', 'Bilibili']"
8B07,Grade 8,3,Male,1,Other,4,No,2,,-1,,-1,Very confident,5,Every day,5,['Other'],6,Often,4,Often,4,Very confident,5,No,2,No,2,Strongly agree,5,"['Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment', 'Other']","2,3,4,5,6,7,8,9",English Geography,15,Other,17,English Geography,15,More than 2 hours,4,Sometimes,3,10+ hours,4,Often,4,Every day,5,More than 1 hour,4,Very healthy,5,Neutral,3,"['Sports', 'Other']","1,10",['Studying'],6,Less than 1 hour,1,['Other'],8,Never,1,Regularly (Once a week),4,Class B,2,,"['Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment', 'Other']",['Other'],"['Sports', 'Other']",['Studying'],['Other']
8B08,Grade 8,3,Male,1,Other,4,No,2,,-1,,-1,Confident,4,Sometimes,3,"['Novels', 'Non-fiction', 'Comic books']","1,3,5",Often,4,Sometimes,3,Confident,4,Yes,1,Yes,1,Agree,4,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things']","1,2,3,4",English Art,14,P.E.,12,English Art,14,1-2 hours,3,Sometimes,3,8-9 hours,3,Sometimes,3,2-3 times per week,4,15-30 minutes,2,Neutral,3,Neutral,3,"['Play games', 'Listen to music', 'Draw or create art', 'Sleep or rest']","3,4,7,9","['Drawing', 'Other']","2,10",Less than 1 hour,1,"['WeChat', 'QQ', 'Xiaohongshu', 'Bilibili', 'Kuaishou']","1,3,4,6,7",Once or twice per month,2,Often (2-3 times a week),5,Class B,2,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things']","['Novels', 'Non-fiction', 'Comic books']","['Play games', 'Listen to music', 'Draw or create art', 'Sleep or rest']","['Drawing', 'Other']","['WeChat', 'QQ', 'Xiaohongshu', 'Bilibili', 'Kuaishou']"
8B09,Grade 8,3,Male,1,I live in the dorm,1,Yes,1,Three or more,3,I have an older brother,3,Neutral,3,Every day,5,['Novels'],1,Often,4,Sometimes,3,A little confident,2,Yes,1,Yes,1,Neutral,3,['Participating in fun events'],3,Chemistry,5,Math,1,P.E.,12,1-2 hours,3,Sometimes,3,Less than 6 hours,1,Rarely,2,2-3 times per week,4,30-60 minutes,3,Neutral,3,Stressed,4,"['Talk to friends or family', 'Play games', 'Listen to music', 'Read books', 'Sleep or rest']","2,3,4,6,9","['Drawing', 'Listening to music']","2,7",2-3 hours,4,"['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Weibo', 'Bilibili']","1,2,3,4,5,6",Never,1,Occasionally (Once a month),2,Class B,2,,['Participating in fun events'],['Novels'],"['Talk to friends or family', 'Play games', 'Listen to music', 'Read books', 'Sleep or rest']","['Drawing', 'Listening to music']","['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Weibo', 'Bilibili']"
8B11,Grade 8,3,Male,1,I live with my parents,2,No,2,,-1,,-1,A little confident,2,Every day,5,['Novels'],1,Always,5,Rarely,2,Very confident,5,No,2,Yes,1,Neutral,3,['Meeting my friends'],1,Math,1,P.E.,12,Math,1,More than 2 hours,4,Always,5,6-7 hours,2,Rarely,2,Every day,5,15-30 minutes,2,A little,2,Neutral,3,"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Take a walk or go outside', 'Sleep or rest']","1,2,3,4,5,6,8,9","['Playing video games', 'Socializing with friends']","3,8",2-3 hours,4,['Bilibili'],6,Once or twice per month,2,Regularly (Once a week),4,Class B,2,,['Meeting my friends'],['Novels'],"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Take a walk or go outside', 'Sleep or rest']","['Playing video games', 'Socializing with friends']",['Bilibili']
8B13,Grade 8,3,Female,2,I live with my parents,2,Yes,1,One,1,I have a younger sister,2,Neutral,3,Sometimes,3,['Comic books'],5,Rarely,2,Sometimes,3,Neutral,3,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events']","1,2,3",Physics,6,Math,1,Art,11,1-2 hours,3,Sometimes,3,6-7 hours,2,Rarely,2,2-3 times per week,4,More than 1 hour,4,Healthy,4,Neutral,3,"['Talk to friends or family', 'Play games', 'Listen to music', 'Draw or create art']","2,3,4,7","['Drawing', 'Playing video games', 'Watching videos', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","2,3,4,7,8,9",Less than 1 hour,1,"['WeChat', 'Xiaohongshu']","1,4",Once a week,3,Often (2-3 times a week),5,Class B,2,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events']",['Comic books'],"['Talk to friends or family', 'Play games', 'Listen to music', 'Draw or create art']","['Drawing', 'Playing video games', 'Watching videos', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","['WeChat', 'Xiaohongshu']"
8B15,Grade 8,3,Male,1,I live in the dorm,1,No,2,,-1,,-1,Neutral,3,Often,4,"['Novels', 'Short stories', 'Non-fiction', 'School materials', 'Comic books']","1,2,3,4,5",Rarely,2,Sometimes,3,Neutral,3,Yes,1,Yes,1,Agree,4,"['Meeting my friends', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,3,4,5,6,7,8",History,8,English,2,History,8,1-2 hours,3,Often,4,6-7 hours,2,Never,1,2-3 times per week,4,30-60 minutes,3,A little,2,Stressed,4,"['Play games', 'Sleep or rest']","3,9","['Playing video games', 'Socializing with friends']","3,8",Less than 1 hour,1,"['WeChat', 'Other']","1,8",Once or twice per month,2,Often (2-3 times a week),5,Class B,2,,"['Meeting my friends', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","['Novels', 'Short stories', 'Non-fiction', 'School materials', 'Comic books']","['Play games', 'Sleep or rest']","['Playing video games', 'Socializing with friends']","['WeChat', 'Other']"
8B16,Grade 8,3,Male,1,I live with my parents,2,No,2,,-1,,-1,Not confident at all,1,Rarely,2,['School materials'],4,Sometimes,3,Rarely,2,A little confident,2,No,2,No,2,Neutral,3,"['Meeting my friends', 'Participating in fun events', 'Enjoying the school environment']","1,3,8",P.E.,12,English,2,P.E.,12,30 minutes to 1 hour,2,Sometimes,3,8-9 hours,3,Rarely,2,Once a week,3,15-30 minutes,2,Very healthy,5,Neutral,3,['Take a walk or go outside'],8,['Listening to music'],7,2 hours,3,['WeChat'],1,Once a week,3,Sometimes (Every other week),3,Class B,2,,"['Meeting my friends', 'Participating in fun events', 'Enjoying the school environment']",['School materials'],['Take a walk or go outside'],['Listening to music'],['WeChat']
C2,Grade 7,2,Female,2,I live in the dorm,1,No,2,,-1,,-1,Confident,4,Often,4,"['Novels', 'Other']","1,6",Never,1,Sometimes,3,Confident,4,Yes,1,Yes,1,Agree,4,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Exploring my favorite subjects']","1,2,3,4,6",English Geography,15,Chinese,4,English,2,1-2 hours,3,Always,5,8-9 hours,3,Sometimes,3,2-3 times per week,4,More than 1 hour,4,Healthy,4,A little stressed,2,"['Sports', 'Talk to friends or family', 'Watch videos or movies']","1,2,5","['Sports', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends']","1,4,5,6,7,8",2 hours,3,"['WeChat', 'Xiaohongshu', 'Bilibili']","1,4,6",Never,1,Often (2-3 times a week),5,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Exploring my favorite subjects']","['Novels', 'Other']","['Sports', 'Talk to friends or family', 'Watch videos or movies']","['Sports', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends']","['WeChat', 'Xiaohongshu', 'Bilibili']"
C3,Grade 7,2,Female,2,I live with my parents,2,Yes,1,Two,2,,"3,4",Neutral,3,Sometimes,3,"['Short stories', 'Comic books']","2,5",Rarely,2,Sometimes,3,Neutral,3,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Participating in fun events', 'Extracurricular activities']","1,3,7",P.E.,12,Chinese,4,P.E.,12,More than 2 hours,4,Never,1,Less than 6 hours,1,Rarely,2,2-3 times per week,4,15-30 minutes,2,Healthy,4,Very stressed,5,"['Listen to music', 'Watch videos or movies', 'Take a walk or go outside', 'Sleep or rest']","4,5,8,9","['Sports', 'Drawing', 'Watching videos', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","1,2,4,7,8,9",Around 1 hour,2,"['WeChat', 'Weibo']","`,1,5",Never,1,Regularly (Once a week),4,Class A,1,,"['Meeting my friends', 'Participating in fun events', 'Extracurricular activities']","['Short stories', 'Comic books']","['Listen to music', 'Watch videos or movies', 'Take a walk or go outside', 'Sleep or rest']","['Sports', 'Drawing', 'Watching videos', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","['WeChat', 'Weibo']"
C4,Grade 8,3,Female,2,I live with my parents,2,Yes,1,Two,2,,"1,4",Very confident,5,Every day,5,"['Novels', 'School materials']","1,4",Always,5,Sometimes,3,Very confident,5,Yes,1,Yes,1,Strongly agree,5,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment', 'Other']","1,2,3,4,5,6,7,8,9",English Geography,15,Moral Education,10,Physics,6,1-2 hours,3,Always,5,8-9 hours,3,Rarely,2,Every day,5,30-60 minutes,3,Very healthy,5,Not stressed at all,1,['Play games'],3,['Playing video games'],3,Around 1 hour,2,"['WeChat', 'Bilibili']","1,6",Never,1,Never,1,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment', 'Other']","['Novels', 'School materials']",['Play games'],['Playing video games'],"['WeChat', 'Bilibili']"
C5,Grade 8,3,Male,1,I live with my parents,2,Yes,1,One,1,I have a younger brother,4,Confident,4,Sometimes,3,['Novels'],1,Rarely,2,Always,5,Not confident at all,1,Yes,1,Yes,1,Neutral,3,['Meeting my friends'],1,English Geography,15,Moral Education,10,English,2,30 minutes to 1 hour,2,Always,5,8-9 hours,3,Sometimes,3,Every day,5,More than 1 hour,4,Very healthy,5,A little stressed,2,['Play games'],3,['Playing video games'],3,Less than 1 hour,1,['Other'],8,Once or twice per month,2,Sometimes (Every other week),3,Class A,1,,['Meeting my friends'],['Novels'],['Play games'],['Playing video games'],['Other']
C6,Grade 8,3,Female,2,I live with my parents,2,Yes,1,One,1,I have an older sister,1,Not confident at all,1,Every day,5,"['Novels', 'Short stories', 'School materials']","1,2,4",Often,4,Always,5,A little confident,2,Yes,1,Yes,1,Disagree,2,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment', 'Other']","1,2,3,4,5,6,7,8,9",English Geography,15,Math,1,English,2,1-2 hours,3,Sometimes,3,Less than 6 hours,1,Rarely,2,Every day,5,30-60 minutes,3,Not at all,1,Very stressed,5,"['Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Take a walk or go outside', 'Sleep or rest']","2,3,4,5,8,9","['Playing video games', 'Watching videos', 'Listening to music', 'Socializing with friends']","3,4,7,8",2-3 hours,4,"['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Other']","1,2,3,4,8",2-3 times a week,4,Regularly (Once a week),4,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment', 'Other']","['Novels', 'Short stories', 'School materials']","['Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Take a walk or go outside', 'Sleep or rest']","['Playing video games', 'Watching videos', 'Listening to music', 'Socializing with friends']","['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Other']"
C7,Grade 8,3,Female,2,I live with my parents,2,No,2,,-1,,-1,Neutral,3,Sometimes,3,"['Novels', 'Short stories', 'Comic books']","1,2,5",Sometimes,3,Sometimes,3,Confident,4,Yes,1,Yes,1,Strongly agree,5,"['Meeting my friends', 'Participating in fun events', 'Working on group projects', 'Extracurricular activities']","1,3,5,7",,-1,Moral Education,10,Chinese,4,30 minutes to 1 hour,2,Sometimes,3,8-9 hours,3,Rarely,2,Every day,5,15-30 minutes,2,Neutral,3,A little stressed,2,"['Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Sleep or rest']","2,3,4,5,6,7,9","['Drawing', 'Playing video games', 'Reading', 'Arts and crafts']","2,3,5,9",Less than 1 hour,1,"['WeChat', 'TikTok (Douyin)', 'Other']","1,2,8",Once or twice per month,2,Occasionally (Once a month),2,Class A,1,,"['Meeting my friends', 'Participating in fun events', 'Working on group projects', 'Extracurricular activities']","['Novels', 'Short stories', 'Comic books']","['Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Sleep or rest']","['Drawing', 'Playing video games', 'Reading', 'Arts and crafts']","['WeChat', 'TikTok (Douyin)', 'Other']"
C8,Grade 7,2,Female,2,I live with my parents,2,Yes,1,One,1,I have a younger brother,4,Very confident,5,Sometimes,3,"['Novels', 'Short stories', 'Non-fiction']","1,2,3",Never,1,Always,5,Confident,4,Yes,1,Yes,1,Agree,4,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Exploring my favorite subjects', 'Extracurricular activities']","1,2,3,6,7",English,2,Math,1,ESL,3,1-2 hours,3,Sometimes,3,6-7 hours,2,Rarely,2,Every day,5,More than 1 hour,4,Very healthy,5,Stressed,4,"['Listen to music', 'Watch videos or movies', 'Draw or create art']","12,4,5,7","['Sports', 'Drawing', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Arts and crafts']","1,2,4,5,6,7,9",2 hours,3,"['WeChat', 'Xiaohongshu', 'Bilibili']","1,4,6",Once or twice per month,2,Often (2-3 times a week),5,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Exploring my favorite subjects', 'Extracurricular activities']","['Novels', 'Short stories', 'Non-fiction']","['Listen to music', 'Watch videos or movies', 'Draw or create art']","['Sports', 'Drawing', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Arts and crafts']","['WeChat', 'Xiaohongshu', 'Bilibili']"
C9,Grade 8,3,Female,2,I live in the dorm,1,Yes,1,One,1,I have a younger brother,4,A little confident,2,Rarely,2,"['Novels', 'School materials', 'Comic books']","1,4,5",Sometimes,3,Often,4,A little confident,2,No,2,Yes,1,Neutral,3,"['Meeting my friends', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Extracurricular activities']","1,3,4,5,7",P.E.,12,Math,1,Chinese,4,1-2 hours,3,Rarely,2,6-7 hours,2,Rarely,2,Once a week,3,30-60 minutes,3,Neutral,3,Stressed,4,"['Play games', 'Listen to music', 'Sleep or rest']","3,4,9","['Drawing', 'Listening to music', 'Socializing with friends']","2,7,8",Less than 1 hour,1,"['WeChat', 'TikTok (Douyin)', 'Bilibili']","1,2,6",Once or twice per month,2,Regularly (Once a week),4,Class A,1,,"['Meeting my friends', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Extracurricular activities']","['Novels', 'School materials', 'Comic books']","['Play games', 'Listen to music', 'Sleep or rest']","['Drawing', 'Listening to music', 'Socializing with friends']","['WeChat', 'TikTok (Douyin)', 'Bilibili']"
C10,Grade 7,2,Female,2,I live in the dorm,1,No,2,,-1,,-1,Confident,4,Rarely,2,['School materials'],4,Never,1,Rarely,2,Confident,4,Yes,1,Yes,1,Strongly agree,5,"['Meeting my friends', 'Extracurricular activities']","1,7",Art,11,P.E.,12,Chinese,4,30 minutes to 1 hour,2,Always,5,8-9 hours,3,Always,5,Once a month,2,15-30 minutes,2,Neutral,3,Not stressed at all,1,"['Talk to friends or family', 'Play games', 'Watch videos or movies', 'Sleep or rest']","2,3,5,9","['Playing video games', 'Watching videos', 'Listening to music']","3,4,7",Around 1 hour,2,"['WeChat', 'TikTok (Douyin)', 'Xiaohongshu']","1,2,4",Never,1,Regularly (Once a week),4,Class A,1,,"['Meeting my friends', 'Extracurricular activities']",['School materials'],"['Talk to friends or family', 'Play games', 'Watch videos or movies', 'Sleep or rest']","['Playing video games', 'Watching videos', 'Listening to music']","['WeChat', 'TikTok (Douyin)', 'Xiaohongshu']"
C11,Grade 7,2,Female,2,I live with my parents,2,No,2,,-1,,-1,Neutral,3,Sometimes,3,['Novels'],1,Rarely,2,Often,4,Neutral,3,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Participating in fun events', 'Extracurricular activities']","1,3,7",Drama,13,Chinese,4,Drama,13,More than 2 hours,4,Always,5,6-7 hours,2,Sometimes,3,2-3 times per week,4,15-30 minutes,2,Healthy,4,A little stressed,2,['Watch videos or movies'],5,"['Playing video games', 'Watching videos']","3,4",More than 3 hours,5,['Kuaishou'],7,Never,1,Never,1,Class A,1,,"['Meeting my friends', 'Participating in fun events', 'Extracurricular activities']",['Novels'],['Watch videos or movies'],"['Playing video games', 'Watching videos']",['Kuaishou']
